#                      Published-Value                         |                      NED-Homogenized-Values                   
#      Spectral-axis           Intensity         Uncertainty   |          Spectral-axis           Intensity         Uncertainty
#         [Angstrom]      [erg/cm^2/s/A]      [erg/cm^2/s/A]   |                   [Hz]          [W/m^2/Hz]          [W/m^2/Hz]
     9712.7525787415        8.682768e-16                       |         3.08658598e+14      2.73226075e-29                    
     9717.7525787415        8.782759e-16                       |         3.08499786e+14      2.76657174e-29                    
     9722.7525787415        8.922513e-16                       |         3.08341138e+14      2.81348726e-29                    
     9727.7525787415          8.9852e-16                       |         3.08182652e+14      2.83616881e-29                    
     9732.7525787415        8.743404e-16                       |         3.08024330e+14      2.76268397e-29                    
     9737.7525787415        8.557647e-16                       |         3.07866170e+14      2.70676863e-29                    
     9742.7525787415        8.363499e-16                       |         3.07708172e+14      2.64807726e-29                    
     9747.7525787415        8.376252e-16                       |         3.07550337e+14      2.65483800e-29                    
     9752.7525787415        8.420206e-16                       |         3.07392663e+14      2.67150767e-29                    
     9757.7525787415        8.535242e-16                       |         3.07235151e+14      2.71078291e-29                    
     9762.7525787415           8.599e-16                       |         3.07077801e+14      2.73383192e-29                    
     9767.7525787415        8.542177e-16                       |         3.06920611e+14      2.71854898e-29                    
     9772.7525787415        8.464653e-16                       |         3.06763582e+14      2.69663559e-29                    
     9777.7525787415        8.517689e-16                       |         3.06606714e+14      2.71630893e-29                    
     9782.7525787415         8.61542e-16                       |         3.06450006e+14      2.75028620e-29                    
     9787.7525787415        8.507174e-16                       |         3.06293459e+14      2.71850775e-29                    
     9792.7525787415        8.559158e-16                       |         3.06137071e+14      2.73791463e-29                    
